HVTypeName,Date,Value
Ann_SalePurchStock,2014-06-30,-6709.00
Ann_SalePurchStock,2013-06-30,-4429.00
Ann_SalePurchStock,2012-06-30,-3116.00
Ann_FCFShare,2015-06-30,3.16
Ann_FCFShare,2014-06-30,2.69
Ann_FCFShare,2013-06-30,3.24
Ann_FCFShare,2012-06-30,3.24
Ann_FCFShare,2011-06-30,2.87
Ann_FCFShare,2010-06-30,2.48
Ann_FCFShare,2009-06-30,1.77
Ann_FCFShare,2008-06-30,1.95
Ann_FCFShare,2007-06-30,1.44
Ann_FCFShare,2006-06-30,1.22
Ann_Leverage,2015-06-30,2.20
Ann_Leverage,2014-06-30,1.92
Ann_Leverage,2013-06-30,1.80
Ann_Leverage,2012-06-30,1.83
Ann_Leverage,2011-06-30,1.90
Ann_Leverage,2010-06-30,1.86
Ann_Leverage,2009-06-30,1.97
Ann_Leverage,2008-06-30,2.01
Ann_Leverage,2007-06-30,2.03
Ann_Leverage,2006-06-30,1.74
Ann_QuickRatio,2015-06-30,2.30
Ann_QuickRatio,2014-06-30,2.31
Ann_QuickRatio,2013-06-30,2.53
Ann_QuickRatio,2012-06-30,2.41
Ann_QuickRatio,2011-06-30,2.35
Ann_QuickRatio,2010-06-30,1.90
Ann_QuickRatio,2009-06-30,1.58
Ann_QuickRatio,2008-06-30,1.25
Ann_QuickRatio,2007-06-30,1.46
Ann_QuickRatio,2006-06-30,1.94
Ann_CurRatio,2015-06-30,2.50
Ann_CurRatio,2014-06-30,2.50
Ann_CurRatio,2013-06-30,2.71
Ann_CurRatio,2012-06-30,2.60
Ann_CurRatio,2011-06-30,2.60
Ann_CurRatio,2010-06-30,2.13
Ann_CurRatio,2009-06-30,1.82
Ann_CurRatio,2008-06-30,1.45
Ann_CurRatio,2007-06-30,1.69
Ann_CurRatio,2006-06-30,2.18
Ann_ROIC,2015-06-30,10.71
Ann_ROIC,2014-06-30,21.11
Ann_ROIC,2013-06-30,25.07
Ann_ROIC,2012-06-30,22.62
Ann_ROIC,2011-06-30,37.40
Ann_ROIC,2010-06-30,37.45
Ann_ROIC,2009-06-30,33.36
Ann_ROIC,2008-06-30,50.52
Ann_ROIC,2007-06-30,36.92
Ann_ROIC,2006-06-30,28.56
