HVTypeName,Date,Value
Ann_ROE,2008-09-30,27.19
Ann_ROE,2007-09-30,28.52
Ann_ROE,2006-09-30,22.80
Ann_FCF,2015-09-30,69778.00
Ann_FCF,2014-09-30,49900.00
Ann_FCF,2013-09-30,44590.00
Ann_FCF,2012-09-30,41454.00
Ann_FCF,2011-09-30,30077.00
Ann_FCF,2010-09-30,16474.00
Ann_FCF,2009-09-30,8946.00
Ann_FCF,2008-09-30,8397.00
Ann_FCF,2007-09-30,4484.00
Ann_FCF,2006-09-30,1563.00
Ann_RND,2015-09-30,8067.00
Ann_RND,2014-09-30,6041.00
Ann_RND,2013-09-30,4475.00
Ann_RND,2012-09-30,3381.00
Ann_RND,2011-09-30,2429.00
Ann_RND,2010-09-30,1782.00
Ann_RND,2009-09-30,1333.00
Ann_RND,2008-09-30,1109.00
Ann_Cash_End,2013-09-30,14259.00
Ann_Cash_End,2012-09-30,10746.00
Ann_Cash_End,2011-09-30,9815.00
Ann_Cash_End,2010-09-30,11261.00
Ann_Cash_End,2009-09-30,5263.00
Ann_Cash_Start,2013-09-30,10746.00
Ann_Cash_Start,2012-09-30,9815.00
Ann_Cash_Start,2011-09-30,11261.00
Ann_Cash_Start,2010-09-30,5263.00
Ann_Cash_Start,2009-09-30,11875.00
Ann_AcctsPayable,2015-09-30,60671.00
Ann_AcctsPayable,2014-09-30,48649.00
Ann_AcctsPayable,2013-09-30,36223.00
Ann_AcctsPayable,2012-09-30,32589.00
Ann_AcctsPayable,2011-09-30,23879.00
Ann_SalePurchStock,2015-09-30,-34710.00
Ann_SalePurchStock,2014-09-30,-44270.00
Ann_SalePurchStock,2013-09-30,-22330.00
Ann_SalePurchStock,2012-09-30,665.00
Ann_SalePurchStock,2011-09-30,831.00
Ann_FCFShare,2015-09-30,11.82
Ann_FCFShare,2014-09-30,7.73
Ann_FCFShare,2013-09-30,6.46
Ann_FCFShare,2012-09-30,6.31
Ann_FCFShare,2011-09-30,4.59
Ann_FCFShare,2010-09-30,2.54
Ann_FCFShare,2009-09-30,1.41
Ann_FCFShare,2008-09-30,1.33
Ann_FCFShare,2007-09-30,0.63
Ann_FCFShare,2006-09-30,0.21
Ann_Leverage,2015-09-30,2.43
Ann_Leverage,2014-09-30,2.08
Ann_Leverage,2013-09-30,1.68
Ann_Leverage,2012-09-30,1.49
Ann_Leverage,2011-09-30,1.52
Ann_Leverage,2010-09-30,1.57
Ann_Leverage,2009-09-30,1.50
Ann_Leverage,2008-09-30,1.88
Ann_Leverage,2007-09-30,1.74
Ann_Leverage,2006-09-30,1.72
Ann_QuickRatio,2015-09-30,0.89
Ann_QuickRatio,2014-09-30,0.82
Ann_QuickRatio,2013-09-30,1.40
Ann_QuickRatio,2012-09-30,1.24
Ann_QuickRatio,2011-09-30,1.35
Ann_QuickRatio,2010-09-30,1.72
Ann_QuickRatio,2009-09-30,2.48
Ann_QuickRatio,2008-09-30,2.07
Ann_QuickRatio,2007-09-30,2.09
Ann_QuickRatio,2006-09-30,1.76
Ann_CurRatio,2015-09-30,1.11
Ann_CurRatio,2014-09-30,1.08
Ann_CurRatio,2013-09-30,1.68
Ann_CurRatio,2012-09-30,1.50
Ann_CurRatio,2011-09-30,1.61
Ann_CurRatio,2010-09-30,2.01
Ann_CurRatio,2009-09-30,2.74
Ann_CurRatio,2008-09-30,2.46
Ann_CurRatio,2007-09-30,2.36
Ann_CurRatio,2006-09-30,2.24
Ann_ROIC,2015-09-30,31.32
Ann_ROIC,2014-09-30,26.20
Ann_ROIC,2013-09-30,26.08
Ann_ROIC,2012-09-30,42.01
Ann_ROIC,2011-09-30,41.04
Ann_ROIC,2010-09-30,34.69
Ann_ROIC,2009-09-30,30.22
Ann_ROIC,2008-09-30,27.19
Ann_ROIC,2007-09-30,24.84
Ann_ROIC,2006-09-30,19.61
